claim_text,Ineligibility
"A system comprising: a computer interface configured to enable a plurality of remote sellers to offer at least one item for sale on a website, wherein the plurality of remote sellers includes a first remote seller; a database configured to store first data comprising: location information for the first remote seller; and one or more shipping preferences of the first remote seller, wherein the shipping preferences comprise any one of, or some combination of:  a flat fee,  a fee set by the seller,  one or more rates charged by one or more common carriers,  a distance between the seller location and the buyer location,  size of the item,  weight of the item,  free shipping, and  one or more dimensions of the item; a database configured to store second data corresponding to a price of a first item offered for sale by the first remote seller ; a rate engine configured to:  determine, for a remote buyer, a shipping rate for the first item, wherein the item is offered for sale by the first remote seller by the computer interface, by performing the steps of: retrieving, from the database, the first data corresponding to the one or more shipping preferences of the remote seller; retrieving data corresponding to location information for the remote buyer; determining whether a tax is applicable for the item that is offered for sale on the website based, at least in part, on the location information for the remote buyer; if a tax is determined applicable, determining, based on the location information for the remote buyer, a tax factor for the first item by further performing the steps of: identifying, from the location information of the remote buyer, a political division associated with the remote buyer; and determining a tax rate corresponding to the political division associated with the remote buyer for the purchase of the first item; calculating the shipping rate of the item based at least in part on the one or more shipping preferences of the remote seller;  provide the shipping rate to the remote buyer computer over a network.",1
"A system comprising: a computer interface configured to enable a plurality of remote sellers to offer at least one item for sale on a website, wherein the plurality of remote sellers includes a first remote seller; a database configured to store first data comprising: location information for the first remote seller; and one or more shipping configurations, wherein the shipping configurations comprise any one of, or some combination of:  a flat fee,  a percentage-based fee,  one or more rates determined by one or more common carriers,  a distance between a ship location and the buyer location,  size of the item,  weight of the item,  free shipping,  one or more dimensions of the item; and  fulfillment service provided by a third party; a database configured to store second data corresponding to a price of a first item offered for sale by the first remote seller; a rate engine configured to:  determine, for a remote buyer, a shipping rate for the first item, wherein the item is offered for sale by the first remote seller by the computer interface, by performing the steps of: retrieving, from the database, the first data corresponding to the one or more shipping configurations; retrieving data corresponding to location information for the remote buyer; determining whether a tax is applicable for the item that is offered for sale on the website based, at least in part, on the location information for the remote buyer; if a tax is determined applicable, determining, based on the location information for the remote buyer, a tax factor for the first item by further performing the steps of: identifying, from the location information of the remote buyer, a political division associated with the remote buyer; and determining a tax rate corresponding to the political division associated with the remote buyer for the purchase of the first item; calculating the shipping rate of the item based at least in part on the one or more shipping configurations;  provide the shipping rate to the remote buyer computer over a network.",1
"A system comprising: a computer interface configured to enable a remote seller to offer an item for sale in an online auction; a database configured to store first data comprising: location information for the remote seller; and one or more shipping preferences of the remote seller, wherein the shipping preferences comprise any one of, or some combination of:  a flat fee,  a fee set by the seller,  one or more rates charged by one or more common carriers,  a distance between the seller location and the buyer location,  size of the item,  weight of the item,  free shipping, and  one or more dimensions of the item; a database configured to store second data corresponding to location information for a remote buyer; a database configured to store third data corresponding to a price of the item; a rate engine configured to: determine, for the remote buyer, a shipping rate for the item by performing the steps of: retrieve, from the database, the first data corresponding to the one or more shipping preferences of the remote seller; retrieve, from the database, the second data corresponding to the location information for the remote buyer; determine an applicable tax factor for the item that is offered for sale on the online auction website based, at least in part, on the location information for the remote buyer, by: identifying, from the second data corresponding to location information of the remote buyer, a state associated with the buyer; and determining a tax rate corresponding to the state associated with the remote buyer for the purchase of the item; calculate the shipping rate of the item based at least in part on the one or more shipping preferences of the remote seller; and provide the shipping rate to the remote buyer computer over the network.",1
"A system comprising: at least one computer processor; and a non-transitory memory embodied with a computer program comprising instructions which when executed by the at least one computer processor performs operations comprising: storing a first phone address associated with a first subscriber; storing a plurality of phone addresses for the first subscriber; participating in a first call associated with the first subscriber, the first call associated with a second phone address different than the first phone address; placing a first outcall to a first called party; inserting at least a portion of the first phone address in a callerID field associated with signaling information associated with the first outcall; causing the first call and the first outcall to be bridged; participating in a second call associated with the first subscriber, the second call involving a subscriber communication device associated with a third phone address different than the first phone address; placing a second outcall to a second called party; inserting at least a portion of the first phone address in a callerID field associated with signaling information associated with the second outcall; and causing the second call and the second outcall to be bridged.",1
"A system comprising: means for detecting an identity of a caller; means for receiving an assigned incoming telephone number; means for identifying a recipient associated with the assigned incoming telephone number and the identity; and means for connecting the caller and the recipient, wherein said caller has a plurality of assigned incoming telephone numbers to choose from, at least one of said plurality of assigned incoming telephone numbers being associated with said recipient, wherein each assigned incoming telephone number is associated with multiple recipient telephone numbers, a particular telephone number of a recipient being determined solely by a particular assigned incoming telephone number used by a particular identified caller and without input of further data by said caller, whereby said caller is not required to be within a particular network for making calls.",0
"A system comprising: means for listing financial transactions for a user which occurred during a last accounting period, said financial transactions listed in accordance with one or more user-selected categories; and means for presenting, in association with an individual user-selected category, an amount of the financial transactions in said individual user-selected category for said last accounting period together with a user-identified category limit associated with said individual user-selected category.",1
"A system comprising: means for storing a profile keyed to a user identity and containing one or more user-selected categories to track transactions associated with said user identity, wherein individual user-selected categories include a user pre-set limit; and means for presenting transaction summary data for at least one of the one or more user-selected categories, said transaction summary data containing said at least one user-selected category's user pre-set limit.",1
"A system for accessing an attraction, the system comprising: a terminal located at an attraction of one or more attractions, the terminal configured with a code that is associated with the one or more attractions; a card reader configured to read a card presented by each visitor of a plurality of visitors to access the attraction, the card enabled with the code, the terminal validating each card to grant access to the attraction; and wherein the attraction receives from a system manager after each visitor of the plurality of visitors have accessed the attraction, compensation based on a number of uses of the card at the attraction.",1
"A system for accessing an attraction, the system comprising: a terminal located at an attraction of one or more attractions, the terminal configured with a code that is associated with the one or more attractions; a card reader configured to read a card presented by each visitor of a plurality of visitors to access the attraction, the card enabled with the code, the terminal validating each card to grant access to the attraction; and wherein the attraction receives from a system manager after each visitor of the plurality of visitors have accessed the attraction compensation based on time of use of the card at the attraction.",1
"A system for accessing an attraction, the system comprising: a terminal located at an attraction of one or more attractions, the terminal configured with a code that is associated with the one or more attractions; a card reader configured to read a card presented by each visitor of a plurality of visitors to access the attraction, the card enabled with the code, the terminal validating each card to grant access to the attraction; and wherein the attraction receives from a system manager after each visitor of the plurality of visitors have accessed the attraction compensation based on a level of use of the card at the attraction.",1
"A system for analyzing and identifying at least one reference signal, comprising: a first input for receiving at least one reference signal to be identified, a first processor for creating an abstract of each reference signal received based on perceptual characteristics representative of parameters to differentiate between versions of the reference signal; a reference database for storing abstracts of each reference signal received in a database; a second input for receiving at least one query signal to be identified, a second processor for creating an abstract of the received query signal based on the parameters; and a comparing device for comparing an abstract of said received query signal to the abstracts stored in the database to determine if the abstract of said received query signal is related to any of the stored abstracts.",0
"A system for compensating an attraction based on use of a card to access the attraction, the system comprising: a server receiving, after a plurality of visitors have accessed an attraction, data corresponding to use of a card by the plurality of visitors to access the attraction, the card presented by each visitor of the plurality of visitors of the attraction to access the attraction; and a controller determining compensation to the attraction based on a number of use of the card at the attraction identified via the data.",1
"A system for compensating an attraction based on use of a card to access the attraction, the system comprising: a server receiving, after a plurality of visitors have accessed an attraction, data corresponding to use of a card by the plurality of visitors to access the attraction, the card presented by each visitor of the plurality of visitors of the attraction to access the attraction; and a controller determining compensation to the attraction based on times of use of the card at the attraction identified via the data.",1
"A system for compensating an attraction based on use of a card to access the attraction, the system comprising: a server receiving, after a plurality of visitors have accessed an attraction, data corresponding to use of a card by the plurality of visitors to access the attraction, the card presented by each visitor of the plurality of visitors of the attraction to access the attraction; and a controller determining compensation to the attraction based on a level of use of the card at the attraction identified via the data.",1
"A system for creating a pricing schedule for a construction project comprising:  a computer having a processor coupled to a memory;  a software design tool configured to provide on the computer a construction plan file having one or more construction plan elements;  a database including pricing data for the one or more construction plan elements; and  an add-on computer software code that runs on the computer as an internal component within the software design tool and includes one or more parametric symbols corresponding to the one or more construction plan elements, the one or more parametric symbols being selectable by a user for insertion into the construction plan file, wherein the add-on computer software code when executed by the computer causes the computer to:  insert one or more parametric symbols selected by the user into the construction plan file;  transmit data corresponding to the inserted parametric symbols from the computer to the database;  receive from the database pricing data for one or more construction plan elements corresponding to the inserted parametric symbols; and  generate a price schedule from the received pricing data.",1
"A system for creating a source of funds based on present value of future retirement payments, comprising an account in a depository for a beneficiary to receive future retirement payments payable to said beneficiary from a source of said retirement payments for a preselected period of time, means for causing said future retirement payments to be deposited into said account during said preselected period of time, means for causing said depository to disburse a predetermined portion of said retirement payments deposited in said account to a benefit provider during said preselected period of time in exchange for a present benefit provided to said beneficiary from said benefit provider based at least in part on present value of a designated portion of said future retirement payments, said exchange being without encumbering said beneficiary's right to said future retirement payments and without violating legislated proscriptions in the United States against alienation of future retirement benefits, means for reimbursing said benefit provider from resources other than said future retirement payments if said transfers of a portion of said retirement payments from said depository to said benefit provider are curtailed prior to said end of said preselected period of time, and means for making said retirement payments available for the exclusive use of said beneficiary.",1
"A system for creating a source of funds based on present value of future Social Security retirement benefits, comprising an account in a depository for a beneficiary to receive future payments of Social Security benefits for a preselected period of time, means for causing said future payments of Social Security benefits to be deposited into said account during said preselected period of time, means for causing said depository to disburse a predetermined portion of said Social Security payments deposited in said account to a benefit provider during said preselected period of time in exchange for a present benefit provided to said beneficiary from said benefit provider based at least in part on present value of a designated portion of said future payments of Social Security benefits, said exchange being without encumbering said beneficiary's right to said future payments of Social Security benefits and without violating legislated proscriptions in the United States against alienation of future Social Security benefits, means for reimbursing said benefit provider from resources other than said future payments if said transfers of a portion of said payments from said depository to said benefit provider are curtailed prior to said end of said preselected period of time, and means for making said future payments of Social Security benefits available for the exclusive use of slid beneficiary.",1
"A system for determining a nutritional diet for a canine or feline companion animal comprising: a computer; at least one electronic database coupled to the computing system; at least one software routine executing on the computing system which is programmed to:  receive first data relating genomic map data to a physiological condition of the animal, and second data comprising the effect of nutrition on the expression of at least one gene in the genomic map;  determine a relationship between said first and second data; and  based on the relationship, determine a nutritional diet for the canine or feline companion animal; and formulate and prepare a nutritional diet product based on the relationship.",1
A system for determining a nutritional diet for a canine or feline companion animal comprising: a computer; at least one electronic database coupled to the computing system; at least one software routine executing on the computing system which is programmed to:  receive first data relating the expression of at least one gene to a physiological condition; wherein the data relating to the expression of the at least one gene includes genomic map data; and the genomic map data concerns the physiological condition of the animal;  receive second data comprising the effect of nutrition on the expression of at least one gene of the genomic map;  determine a relationship between the first and second data; and  determine nutritional content based on the relationship; and formulate a nutritional diet product for the canine or feline companion animal.,1
"A system for determining a nutritional diet for canine or feline animal comprising a computer, at least one database coupled to the computer, and at least one software routine executing on the computer which is programmed to perform steps of  receiving first data relating the expression of at least one gene from a genomic map of the animal to a physiological condition of the animal;  receiving second data comprising an effect of nutrition on the expression of least one gene from the genomic map;  determining a relationship between the first and second data, and  determining a nutritional diet for the animal based on the relationship of said first and second data.",1
"A system for determining whether a query signal matches any of a plurality of reference signal, comprising: a first processor configured to create a plurality of reference signal abstracts for each one of a plurality of reference signals, wherein each one of said plurality of reference signal abstracts comprises signal characteristic parameters configured to differentiate between other versions of that one of said plurality of reference signals; a reference database storing said plurality of reference signal abstracts; a device configured to determine if a query signal matches any one plurality of reference signals by comparing a query signal abstract of said query signal with at least one abstract of said plurality of reference signal abstracts stored in said reference database.",0
"A system for dynamically distributing electric power in an electric network having distribution systems, comprising: a control node that includes at least one processor and memory combined with the at least one processor, the control node for  receiving bids and asks of electric power and a signal from one or more feedback sensors related to current supply and demand conditions on an electric network including power consumption by end users through a feedback loop,  matching the received bids and asks, and  generating a route plan for delivering electric power between buyers and sellers based on the matched bids and asks, the signal from the one or more feedback sensors received through the feedback loop, and at least one of price, quality of service, and class of service, the route plan adjusting power flow to the electric network to balance load and resources on the electric network.",1
"A system for electronically displaying information relating to use of a marking system or a marking tool configured to dispense one or more markers to mark, on ground, pavement, or other surface, a location of an underground utility, the system comprising: a processor to receive location data relating to the use of the marking system or the marking tool; and a display device communicatively coupled to the processor, wherein the processor uses the location data to control the display device so as to visually display a dispensing of the one or more markers that mark the location of the underground utility on an electronic representation of an area that is marked and includes the location of the underground utility.",0
"A system for filtering and interpreting real-time sensory data from an electrical system, comprising: a data acquisition component communicatively connected to a sensor configured to acquire real-time data output from the electrical system; a power analytics server communicatively connected to the data acquisition components, comprising, a virtual system modeling engine configured to generate predicted data output for the electrical system utilizing a virtual system model of the electrical system, an analytics engine configured to monitor the real-time data output and the predicted data output of the electrical system, the analytics engine further configured to initiate a calibration and synchronization operation to update the virtual system model when a difference between the real-time data output and the predicted data output exceeds a threshold, and a decision engine configured to compare the real-time data output against the predicted data output to filter out and interpret indicia of electrical system health and performance; and a client terminal communicatively connected to the power analytics server and configured to display the filtered and interpreted indicia.",1
"A system for generating financing packages provided by a financing party, for a customer purchase of a product from a dealer's inventory of a plurality of products, the system comprising: a database for storing information related to products in the dealer's inventory including a dealer cost associated with each product; a user terminal, communicatively coupled to said database, for receiving financial information about the customer in relation to said products; and a server having access to the data in the database adapted to communicate with the user terminal over a network, whereby the financial information about the customer may be transmitted to the server, the server generating a financing package for each product in the dealer's inventory and transmit financing terms for each financing package to the user terminal via the network for presentation to the user for immediate purchase, wherein the server is further configured such that the financing terms of each financing package include an advance amount to be paid to the dealer by said financing party if the customer purchases the product associated with the financing package.",1
"A system for making real-time predictions about an arc flash event on an electrical system, comprising: a data acquisition component communicatively connected to a sensor configured to acquire real-time data output from the electrical system; an analytics server communicatively connected to the data acquisition component, comprising, a virtual system modeling engine configured to generate predicted data output for the electrical system utilizing a virtual system model of the electrical system, an analytics engine configured to monitor the real-time data output and the predicted data output of the electrical system, the analytics engine further configured to initiate a calibration and synchronization operation to update the virtual system model when a difference between the real-time data output and the predicted data output exceeds a threshold, a decision engine configured to compare the real-time data output against the predicted data output to filter out and interpret indicia of electrical system health and performance; and an arc flash simulation engine configured to utilize the virtual system model to forecast an aspect of the arc flash event; and a client terminal communicatively connected to the analytics server and configured to communicate the forecasted aspect.",1
"A system for managing a cloud computing environment for use by a software application, the system comprising a processor in communication with a memory, where: the memory stores processor-executable program code; and the processor is configured to be operative in conjunction with the processor-executable program code to: determine a requested initial cloud environment based on user-defined provisioning information, where the requested initial cloud environment is not yet instantiated and is an N-tier computing environment; send an initialization event based on the requested initial cloud environment, where the initialization event is configured to cause an initial cloud environment configuration to be made available to an application; send application data that is configured to cause the application to begin execution in the initial cloud environment configuration; receive monitoring environment data that represents a current cloud environment state; determine a requested adjusted cloud environment based on the monitoring environment data, where the requested adjusted cloud environment is an N-tier computing environment; and send a cloud environment adjustment event based on the requested adjusted cloud environment, where the cloud environment adjustment event is configured to cause an adjusted cloud environment configuration to be made available to the application.",1
"A system for managing a computer network connected to the Internet through a plurality of routes, wherein the plurality of routes are assigned with respective IP addresses, comprising: a proximity analyzer connected to the Internet through the plurality of routes and determining proximities of remote computers via the plurality of routes; a network controller receiving a DNS resolution query from a remote computer for a domain name within a computer network, selecting one of a plurality of routes based on the proximity determination, and responding to the DNS resolution query with an IP address associated with the selected route, said IP address is used for resolution of said domain name; and a network address translator for receiving a packet having a destination IP address corresponding to one of the plurality of routes and translating the destination IP address to an IP address within the computer network.",1
"A system for managing a computer network having at least one router, each router supporting one or more routes for connecting to the Internet, said computer network capable of connecting to the Internet through a plurality of routes, wherein the plurality of routes are assigned with respective IP addresses, comprising: a proximity analyzer connected to the Internet through the plurality of routes and determining proximities of remote computers via the plurality of routes; a network controller receiving a DNS resolution query from a remote computer for a domain name within a computer network, said network controller selecting one of a plurality of routes based on the proximity determination, said selected route for connecting the computer network to the Internet through a router supporting the selected route, and said network controller responding to the DNS resolution query with an IP address associated with the selected route, said IP address is used for resolution of said domain name; and a network address translator for receiving a packet having a destination IP address corresponding to one of the plurality of routes and translating the destination IP address to an IP address within the computer network.",1
"A system for monitoring service tickets in order to provide reminders to a help desk user of impending times for actions, the times for actions being provided according to a level of service required to be provided to a customer pursuant to a contract between the customer and a service provider, the system comprising: a monitoring server; a database; and a help desk client; wherein the database stores tickets and information regarding ticket types, ticket severities based on the contract, and corresponding contractually required times for actions to be performed for each of the ticket types and ticket severities; the monitoring server monitors tickets in the database, determines when times for actions are approaching, and sends alerts to the help desk client alerting the help desk user that a time to take a specified action is approaching; and the help desk client displays active tickets to a help desk user and provides alerts received from the monitoring server to the help desk user.",0
"A system for optimizing online references to an entity, the system comprising: a processor configured to execute computer instructions to cause the system to perform operations, the operations comprising: searching at least one channel on a network for references to the entity and other entities using a plurality of search terms to generate search results; scoring the references associated with each of the plurality of search terms to generate scores for the references within the search results with respect to the entity and the other entities; correlating conversions by one or more visits to the entity with the search terms that directed the visits to the entity to determine a conversion rate; determining shares of voice for the entity and the other entities across a plurality of channels with respect to the plurality of search terms, wherein determining shares of voice includes determining rank positions for the search terms with respect to the entity and the other entities and multiplying the rank positions by products of estimated click rates and volumes of traffic on the network for the entity and the other entities; correlating shares of voice for the entity and the other entities with respect the search terms to determine a relative change in share of voice for the entity with respect to the other entities based on the scores for the references; and correlating shares of voice for the entity across the plurality of channels to determine relative changes in share of voice for the entity within each of the channels based on the scores for the references.",0
"A system for performing real-time failure mode analysis of a monitored system, comprising: a data acquisition component communicatively connected to a sensor configured to acquire real-time data output from the monitored system; an analytics server communicatively connected to the data acquisition component, comprising, a virtual system modeling engine configured to generate predicted data output for the monitored system utilizing a virtual system model of the monitored system, an analytics engine configured to monitor the real-time data output and the predicted data output of the monitored system, the analytics engine further configured to initiate a calibration and synchronization operation to update the virtual system model when a difference between the real-time data output and the predicted data output exceeds a threshold, and a machine learning engine configured to store and process patterns observed from the real-time data output and the predicted data output, the machine learning engine further configured to forecast an aspect of the monitored system subjected to a simulated contingency event; and a client terminal communicatively connected to the analytics server, the client terminal configured to allow for the selection of the simulated contingency event and display the forecasted aspect.",1
"A system for processing trades of securitized instruments based on security orders and quotes received from client computers, comprising: at least one server computer comprising a memory, and a processor, said server computer configured to perform the steps of: receiving orders and quotes, wherein specified ones of said quotes belong to a quote group, and wherein said specified ones of said quotes have associated trading parameters comprising a risk threshold; generating a trade by matching said received orders and quotes to previously received orders and quotes; storing each of said orders and quotes when a trade is not generated; determining whether a quote having associated trading parameters has been filled as a result of the generated trade, and if so, determining a risk level and an aggregate risk level associated with said trade; comparing said aggregate risk level with said risk threshold; and, automatically modifying at least one of the remaining specified ones of said quotes in the quote group if said threshold is exceeded.",1
"A system for processing trades of securitized instruments based on security orders and quotes received from client computers, comprising: at least one server computer comprising a memory, and a processor, said server computer configured to perform the steps of: receiving orders and quotes, wherein specified ones of said quotes belong to a quote group, and wherein said specified ones of said quotes have associated trading parameters comprising a predefined number of bought or sold contracts relating to said quote group; generating a trade by matching said received orders and quotes to previously received orders and quotes; storing each of said orders and quotes when a trade is not generated; determining whether a quote having associated trading parameters has been filled as a result of the generated trade, and if so, determining a number of contracts that have been bought or sold within said quote group, including the generated trade; comparing said number of contracts that have been bought or sold within said quote group with said predefined number of bought or sold contracts relating to said quote group; and, automatically modifying at least one of the remaining specified ones of said quotes in the quote group if said predefined number of bought or sold contracts is exceeded.",1
"A system for providing a collaborative workspace for sharing data, comprising:  a network-connected server capable of receiving as initiate instruction from a primary user, said server maintaining a hierarchy between said primary user and at least one secondary user, wherein said initiate instructions includes said at east one secondary user nominated by said primary user;  a site builder for creating a dedicated site on said server in response to said initiate instruction, said dedicated site defining said collaborative workspace;  a transmitter for sending information about the existence of said dedicated site to said at least one secondary user nominated by said primary user;  a communicator for transmitting said shared data  between said dedicated site and; said primary user and  between said dedicated site and said at least one secondary user, said shared data being shared through said dedicated site in accordance with said hierarchy between said primary user and said at least one secondary user;  memory for storing said shared data associated with said dedicated site, said shared data from said primary user and said at least one secondary user;  a processor for processing said stored data, said processed data being transmitted by said communicator to said primary user and said at least one secondary user, wherein the processor includes providing the primary user with a workgroup activity application comprising a calendar and event planner, wherein said calendar and event planner include a list of tasks to be done and a list of upcoming events.",0
"A system for providing client-accessed real estate information to a real estate professional associated with a first client and a second client, and for providing professional-accessed real estate information to the first client and the second client, the system comprising: a server; a communications circuit for connecting the server to the internet; a component for connecting to a database of real estate information; a component for providing the professional with access to the real estate information; a component for storing a first account for the first client and a second account for the second client on the server, the first account and the second account being authorized by the professional; a component for providing the first client with access to the first account and providing the second client with access to the second account; a component for providing the first client, when accessing the first account, with access to the real estate information; a component for providing the second client, when accessing the second account, with access to the real estate information; a component for monitoring actions of the professional while the professional is accessing the real estate information; a component for monitoring actions of the first client while the first client is accessing the first account; a component for monitoring actions of the second client while the second client is accessing the second account; a component for generating and storing professional-accessed real estate information for the first client and the second client in response to the actions of the professional as the professional reviews the real estate information; a component for generating and storing first client-accessed real estate information in response to the actions of the first client; a component for generating and storing second client-accessed real estate information in response to the actions of the second client; a component for providing at least some of the first client-accessed real estate information and at least some of the second client-accessed real estate information to the professional, thereby providing the professional with knowledge of the actions of the first client and the actions of the second client; and a component for providing at least some of the professional-accessed real estate information for the first client to the first client and at least some of the professional-accessed real estate information for the second client to the second client, thereby providing the first client and the second client with knowledge of the actions of the real estate professional.",0
"A system for providing guaranteed financing to a customer for allowing the customer to purchase a product from an inventory of a dealer, the system comprising: a financing package generating unit including a database configured to store the inventory of the dealer including a plurality of individually priced items, and a calculation unit; a user terminal adapted to accept credit information from the customer and further adapted to transmit the credit information over a network; and a server configured to receive credit information through the network, and to access the financing package generating unit, which retrieves a credit report related to the customer, and calculates a credit score for the customer based on the credit report and the credit information, the financing package generating unit further generating financing packages for each of the individually priced items in the database, the financing packages including a front-end profit calculated based on the credit score, payment of an advance amount to the dealer in furtherance of the sale, and dealer costs, the server beings further configured to transmit the financing packages to the user terminal for presentation to the dealer for immediate offer for sale to the customer.",1
"A system for providing real-time analysis of an electrical system under management, comprising: a data acquisition component communicatively connected to a sensor configured to provide real-time data output from an element of the electrical system; a virtual system modeling engine configured to generate predicted data output for the element of the electrical system, wherein the virtual system modeling engine is configured to use a virtual system model to generate the predicted data; and an analytics engine communicatively connected to the data acquisition system and the virtual system modeling engine, the analytics engine configured to monitor and analyze a difference between the real-time data output and the predicted data output, wherein the analytics engine is configured to cause the virtual system model to be calibrated based on the real-time data, and wherein, if the difference is less than an alarm condition value but greater than a set value, the analytics engine is configured to generate a virtual system model calibration request and send the request to a calibration engine, wherein the calibration engine is configured to receive the calibration request from the analytics engine and update operational parameters of the virtual system modeling engine and the virtual system model upon receipt of the calibration request.",1
"A system for providing real-time modeling of a monitored system, comprising: a data acquisition component communicatively connected to a sensor configured to provide real-time measurements of data output from an element of the monitored system; a virtual system modeling engine configured to generate predicted data output for the element of the monitored system; a virtual system modeling database configured to store a virtual system model of the monitored system; an analytics engine communicatively connected to the data acquisition system and the virtual system modeling engine, the analytics engine configured to monitor and determine a difference between the real-time data output and the predicted data output, wherein, if the difference exceeds an alarm condition value, the analytics engine generates a warning message, if the difference is less than the alarm condition value but greater than a set value, the analytics engine generates a virtual system model calibration request, and if the difference is less than the set value, the analytics engine continues monitoring the real-time data output and the predictive data output; and a calibration engine communicatively connected to the data acquisition component, the virtual system modeling engine, the virtual system modeling database, and the analytics engine, the calibration engine configured to receive the calibration request from the analytics engine and update operational parameters of the virtual system modeling engine and the virtual system model upon receipt of the calibration request.",1
"A system for providing real-time modeling of a monitored system, comprising: a data acquisition component communicatively connected to sensors configured to provide real-time data of ambient environmental conditions impacting the monitored system; a virtual system modeling database configured to store a virtual system model of the monitored system, wherein the virtual system model includes preset values for the environmental conditions impacting the monitored system; an analytics engine communicatively connected to the data acquisition component and the virtual system modeling engine, the analytics engine configured to monitor and determine a difference between the real-time ambient environmental data and the preset environmental values, wherein, if the difference exceeds an alarm condition value, the analytics engine generates a warning message, if the difference is less than the alarm condition value but greater than a set value, the analytics engine generates a virtual system model calibration request, and if the difference is less than the set value, the analytics engine continues monitoring the real-time ambient environmental data and the preset environmental values; and a calibration engine communicatively connected to the data acquisition component, the virtual system modeling database, and the analytics engine, the calibration engine configured to receive the calibration request from the analytics engine and update the preset environmental values upon receipt of the calibration request.",1
